title,authors,abstract,published_date,year,categories,pdf_url,arxiv_id,source,citation_count,journal
Locality-aware Parallel Decoding for Efficient Autoregressive Image Generation,"Zhuoyang Zhang, Luke J. Huang, Chengyue Wu, Shang Yang, Kelly Peng, Yao Lu, Song Han","We present Locality-aware Parallel Decoding (LPD) to accelerate
autoregressive image generation. Traditional autoregressive image generation
relies on next-patch prediction, a memory-bound process that leads to high
latency. Existing works have tried to parallelize next-patch prediction by
shifting to multi-patch prediction to accelerate the process, but only achieved
limited parallelization. To achieve high parallelization while maintaining
generation quality, we introduce two key techniques: (1) Flexible Parallelized
Autoregressive Modeling, a novel architecture that enables arbitrary generation
ordering and degrees of parallelization. It uses learnable position query
tokens to guide generation at target positions while ensuring mutual visibility
among concurrently generated tokens for consistent parallel decoding. (2)
Locality-aware Generation Ordering, a novel schedule that forms groups to
minimize intra-group dependencies and maximize contextual support, enhancing
generation quality. With these designs, we reduce the generation steps from 256
to 20 (256$\times$256 res.) and 1024 to 48 (512$\times$512 res.) without
compromising quality on the ImageNet class-conditional generation, and
achieving at least 3.4$\times$ lower latency than previous parallelized
autoregressive models.",2025-07-02,2025,"cs.CV, cs.AI",http://arxiv.org/pdf/2507.01957v1,2507.01957v1,arxiv,0,arXiv preprint
FreeMorph: Tuning-Free Generalized Image Morphing with Diffusion Model,"Yukang Cao, Chenyang Si, Jinghao Wang, Ziwei Liu","We present FreeMorph, the first tuning-free method for image morphing that
accommodates inputs with different semantics or layouts. Unlike existing
methods that rely on finetuning pre-trained diffusion models and are limited by
time constraints and semantic/layout discrepancies, FreeMorph delivers
high-fidelity image morphing without requiring per-instance training. Despite
their efficiency and potential, tuning-free methods face challenges in
maintaining high-quality results due to the non-linear nature of the multi-step
denoising process and biases inherited from the pre-trained diffusion model. In
this paper, we introduce FreeMorph to address these challenges by integrating
two key innovations. 1) We first propose a guidance-aware spherical
interpolation design that incorporates explicit guidance from the input images
by modifying the self-attention modules, thereby addressing identity loss and
ensuring directional transitions throughout the generated sequence. 2) We
further introduce a step-oriented variation trend that blends self-attention
modules derived from each input image to achieve controlled and consistent
transitions that respect both inputs. Our extensive evaluations demonstrate
that FreeMorph outperforms existing methods, being 10x ~ 50x faster and
establishing a new state-of-the-art for image morphing.",2025-07-02,2025,cs.CV,http://arxiv.org/pdf/2507.01953v1,2507.01953v1,arxiv,0,arXiv preprint
Test-Time Scaling with Reflective Generative Model,"Zixiao Wang, Yuxin Wang, Xiaorui Wang, Mengting Xing, Jie Gao, Jianjun Xu, Guangcan Liu, Chenhui Jin, Zhuo Wang, Shengzhuo Zhang, Hongtao Xie","We introduce our first reflective generative model MetaStone-S1, which
obtains OpenAI o3's performance via the self-supervised process reward model
(SPRM). Through sharing the backbone network and using task-specific heads for
next token prediction and process scoring respectively, SPRM successfully
integrates the policy model and process reward model(PRM) into a unified
interface without extra process annotation, reducing over 99% PRM parameters
for efficient reasoning. Equipped with SPRM, MetaStone-S1 is naturally suitable
for test time scaling (TTS), and we provide three reasoning effort modes (low,
medium, and high), based on the controllable thinking length. Moreover, we
empirically establish a scaling law that reveals the relationship between total
thinking computation and TTS performance. Experiments demonstrate that our
MetaStone-S1 achieves comparable performance to OpenAI-o3-mini's series with
only 32B parameter size. To support the research community, we have
open-sourced MetaStone-S1 at https://github.com/MetaStone-AI/MetaStone-S1.",2025-07-02,2025,"cs.LG, cs.CL",http://arxiv.org/pdf/2507.01951v1,2507.01951v1,arxiv,0,arXiv preprint
String Breaking Dynamics and Glueball Formation in a $2+1$D Lattice Gauge Theory,"Kaidi Xu, Umberto Borla, Sergej Moroz, Jad C. Halimeh","With the advent of advanced quantum processors capable of probing lattice
gauge theories (LGTs) in higher spatial dimensions, it is crucial to understand
string dynamics in such models to guide upcoming experiments and to make
connections to high-energy physics (HEP). Using tensor network methods, we
study the far-from-equilibrium quench dynamics of electric flux strings between
two static charges in the $2+1$D $\mathbb{Z}_2$ LGT with dynamical matter. We
calculate the probabilities of finding the time-evolved wave function in string
configurations of the same length as the initial string. At resonances
determined by the the electric field strength and the mass, we identify various
string breaking processes accompanied with matter creation. Away from resonance
strings exhibit intriguing confined dynamics which, for strong electric fields,
we fully characterize through effective perturbative models. Starting in
maximal-length strings, we find that the wave function enters a dynamical
regime where it splits into shorter strings and disconnected loops, with the
latter bearing qualitative resemblance to glueballs in quantum chromodynamics
(QCD). Our findings can be probed on state-of-the-art superconducting-qubit and
trapped-ion quantum processors.",2025-07-02,2025,"hep-lat, cond-mat.quant-gas, cond-mat.stat-mech, hep-th, quant-ph",http://arxiv.org/pdf/2507.01950v1,2507.01950v1,arxiv,0,arXiv preprint
Kwai Keye-VL Technical Report,"Kwai Keye Team, Biao Yang, Bin Wen, Changyi Liu, Chenglong Chu, Chengru Song, Chongling Rao, Chuan Yi, Da Li, Dunju Zang, Fan Yang, Guorui Zhou, Hao Peng, Haojie Ding, Jiaming Huang, Jiangxia Cao, Jiankang Chen, Jingyun Hua, Jin Ouyang, Kaibing Chen, Kaiyu Jiang, Kaiyu Tang, Kun Gai, Shengnan Zhang, Siyang Mao, Sui Huang, Tianke Zhang, Tingting Gao, Wei Chen, Wei Yuan, Xiangyu Wu, Xiao Hu, Xingyu Lu, Yang Zhou, Yi-Fan Zhang, Yiping Yang, Yulong Chen, Zhenhua Wu, Zhenyu Li, Zhixin Ling, Ziming Li, Dehua Ma, Di Xu, Haixuan Gao, Hang Li, Jiawei Guo, Jing Wang, Lejian Ren, Muhao Wei, Qianqian Wang, Qigen Hu, Shiyao Wang, Tao Yu, Xinchen Luo, Yan Li, Yiming Liang, Yuhang Hu, Zeyi Lu, Zhuoran Yang, Zixing Zhang","While Multimodal Large Language Models (MLLMs) demonstrate remarkable
capabilities on static images, they often fall short in comprehending dynamic,
information-dense short-form videos, a dominant medium in today's digital
landscape. To bridge this gap, we introduce \textbf{Kwai Keye-VL}, an
8-billion-parameter multimodal foundation model engineered for leading-edge
performance in short-video understanding while maintaining robust
general-purpose vision-language abilities. The development of Keye-VL rests on
two core pillars: a massive, high-quality dataset exceeding 600 billion tokens
with a strong emphasis on video, and an innovative training recipe. This recipe
features a four-stage pre-training process for solid vision-language alignment,
followed by a meticulous two-phase post-training process. The first
post-training stage enhances foundational capabilities like instruction
following, while the second phase focuses on stimulating advanced reasoning. In
this second phase, a key innovation is our five-mode ``cold-start'' data
mixture, which includes ``thinking'', ``non-thinking'', ``auto-think'', ``think
with image'', and high-quality video data. This mixture teaches the model to
decide when and how to reason. Subsequent reinforcement learning (RL) and
alignment steps further enhance these reasoning capabilities and correct
abnormal model behaviors, such as repetitive outputs. To validate our approach,
we conduct extensive evaluations, showing that Keye-VL achieves
state-of-the-art results on public video benchmarks and remains highly
competitive on general image-based tasks (Figure 1). Furthermore, we develop
and release the \textbf{KC-MMBench}, a new benchmark tailored for real-world
short-video scenarios, where Keye-VL shows a significant advantage.",2025-07-02,2025,cs.CV,http://arxiv.org/pdf/2507.01949v1,2507.01949v1,arxiv,0,arXiv preprint
Deep BSVIEs Parametrization and Learning-Based Applications,"Nacira Agram, Giulia Pucci","We study the numerical approximation of backward stochastic Volterra integral
equations (BSVIEs) and their reflected extensions, which naturally arise in
problems with time inconsistency, path dependent preferences, and recursive
utilities with memory. These equations generalize classical BSDEs by involving
two dimensional time structures and more intricate dependencies.
  We begin by developing a well posedness and measurability framework for
BSVIEs in product probability spaces. Our approach relies on a representation
of the solution as a parametrized family of backward stochastic equations
indexed by the initial time, and draws on results of Stricker and Yor to ensure
that the two parameter solution is well defined in a joint measurable sense.
  We then introduce a discrete time learning scheme based on a recursive
backward representation of the BSVIE, combining the discretization of Hamaguchi
and Taguchi with deep neural networks. A detailed convergence analysis is
provided, generalizing the framework of deep BSDE solvers to the two
dimensional BSVIE setting. Finally, we extend the solver to reflected BSVIEs,
motivated by applications in delayed recursive utility with lower constraints.",2025-07-02,2025,math.PR,http://arxiv.org/pdf/2507.01948v1,2507.01948v1,arxiv,0,arXiv preprint
SpecCLIP: Aligning and Translating Spectroscopic Measurements for Stars,"Xiaosheng Zhao, Yang Huang, Guirong Xue, Xiao Kong, Jifeng Liu, Xiaoyu Tang, Timothy C. Beers, Yuan-Sen Ting, A-Li Luo","In recent years, large language models (LLMs) have transformed natural
language understanding through vast datasets and large-scale parameterization.
Inspired by this success, we present SpecCLIP, a foundation model framework
that extends LLM-inspired methodologies to stellar spectral analysis. Stellar
spectra, akin to structured language, encode rich physical and chemical
information about stars. By training foundation models on large-scale spectral
datasets, our goal is to learn robust and informative embeddings that support
diverse downstream applications. As a proof of concept, SpecCLIP involves
pre-training on two spectral types--LAMOST low-resolution and Gaia XP--followed
by contrastive alignment using the CLIP (Contrastive Language-Image
Pre-training) framework, adapted to associate spectra from different
instruments. This alignment is complemented by auxiliary decoders that preserve
spectrum-specific information and enable translation (prediction) between
spectral types, with the former achieved by maximizing mutual information
between embeddings and input spectra. The result is a cross-spectrum framework
enabling intrinsic calibration and flexible applications across instruments. We
demonstrate that fine-tuning these models on moderate-sized labeled datasets
improves adaptability to tasks such as stellar-parameter estimation and
chemical-abundance determination. SpecCLIP also enhances the accuracy and
precision of parameter estimates benchmarked against external survey data.
Additionally, its similarity search and cross-spectrum prediction capabilities
offer potential for anomaly detection. Our results suggest that contrastively
trained foundation models enriched with spectrum-aware decoders can advance
precision stellar spectroscopy.",2025-07-02,2025,"astro-ph.IM, astro-ph.SR, cs.AI, cs.LG",http://arxiv.org/pdf/2507.01939v1,2507.01939v1,arxiv,0,arXiv preprint
The Roper Resonance $N^*(1440)$ in Nucleon-Nucleon Collisions and the Issue of Dibaryons,Heinz Clement,"In many reactions leading to excitations of the nucleon the Roper resonance
$N^*(1440)$ can be sensed only by complex partial-wave analyses. In
nucleon-nucleon collisions the isoscalar single-pion production as well as
specific two-pion production channels present the Roper excitation free of
competing resonance processes at a mass of 1370 MeV and a width of 150 MeV. A
detailed analysis points to the formation of $N^*(1440)N$ dibaryonic systems
during the nucleon-nucleon collision process similar to what is known from the
$\Delta(1232)N$ threshold.",2025-07-02,2025,"hep-ex, nucl-ex, nucl-th",http://arxiv.org/pdf/2507.01937v1,2507.01937v1,arxiv,0,arXiv preprint
The Thin Line Between Comprehension and Persuasion in LLMs,"Adrian de Wynter, Tangming Yuan","Large language models (LLMs) are excellent at maintaining high-level,
convincing dialogues. They are being fast deployed as chatbots and evaluators
in sensitive areas, such as peer review and mental health applications. This,
along with the disparate accounts on their reasoning capabilities, calls for a
closer examination of LLMs and their comprehension of dialogue. In this work we
begin by evaluating LLMs' ability to maintain a debate--one of the purest yet
most complex forms of human communication. Then we measure how this capability
relates to their understanding of what is being talked about, namely, their
comprehension of dialogical structures and the pragmatic context. We find that
LLMs are capable of maintaining coherent, persuasive debates, often swaying the
beliefs of participants and audiences alike. We also note that awareness or
suspicion of AI involvement encourage people to be more critical of the
arguments made. When polling LLMs on their comprehension of deeper structures
of dialogue, however, they cannot demonstrate said understanding. Our findings
tie the shortcomings of LLMs-as-evaluators to their (in)ability to understand
the context. More broadly, for the field of argumentation theory we posit that,
if an agent can convincingly maintain a dialogue, it is not necessary for it to
know what it is talking about. Hence, the modelling of pragmatic context and
coherence are secondary to effectiveness.",2025-07-02,2025,"cs.CL, cs.CY",http://arxiv.org/pdf/2507.01936v1,2507.01936v1,arxiv,0,arXiv preprint
Adaptability of ASR Models on Low-Resource Language: A Comparative Study of Whisper and Wav2Vec-BERT on Bangla,"Md Sazzadul Islam Ridoy, Sumi Akter, Md. Aminur Rahman","In recent years, neural models trained on large multilingual text and speech
datasets have shown great potential for supporting low-resource languages. This
study investigates the performances of two state-of-the-art Automatic Speech
Recognition (ASR) models, OpenAI's Whisper (Small & Large-V2) and Facebook's
Wav2Vec-BERT on Bangla, a low-resource language. We have conducted experiments
using two publicly available datasets: Mozilla Common Voice-17 and OpenSLR to
evaluate model performances. Through systematic fine-tuning and hyperparameter
optimization, including learning rate, epochs, and model checkpoint selection,
we have compared the models based on Word Error Rate (WER), Character Error
Rate (CER), Training Time, and Computational Efficiency. The Wav2Vec-BERT model
outperformed Whisper across all key evaluation metrics, demonstrated superior
performance while requiring fewer computational resources, and offered valuable
insights to develop robust speech recognition systems in low-resource
linguistic settings.",2025-07-02,2025,"cs.CL, cs.AI, cs.SD, eess.AS",http://arxiv.org/pdf/2507.01931v1,2507.01931v1,arxiv,0,arXiv preprint
Large Language Model-Driven Closed-Loop UAV Operation with Semantic Observations,"Wenhao Wang, Yanyan Li, Long Jiao, Jiawei Yuan","Large Language Models (LLMs) have revolutionized robotic autonomy, including
Unmanned Aerial Vehicles (UAVs). Recent studies have demonstrated the potential
of LLMs for translating human instructions into executable control code for UAV
operations. However, LLMs still face challenges from logical reasoning and
complex decision-making, leading to concerns about the reliability of
LLM-driven UAV operations. In this paper, we propose a LLM-driven closed-loop
control framework that enables reliable UAV operations powered by effective
feedback and refinement using two LLM modules, i.e., a Code Generator and an
Evaluator. Our framework transforms numerical state observations from UAV
operations into natural language trajectory descriptions to enhance the
evaluator LLM's understanding of UAV dynamics for precise feedback generation.
Our framework also enables a simulation-based refinement process, and hence
eliminates the risks to physical UAVs caused by incorrect code execution during
the refinement. Extensive experiments on UAV control tasks with different
complexities are conducted. The experimental results show that our framework
can achieve reliable UAV operations using LLMs, which significantly outperforms
baseline approaches in terms of success rate and completeness with the increase
of task complexity.",2025-07-02,2025,cs.RO,http://arxiv.org/pdf/2507.01930v1,2507.01930v1,arxiv,0,arXiv preprint
evMLP: An Efficient Event-Driven MLP Architecture for Vision,Zhentan Zheng,"Deep neural networks have achieved remarkable results in computer vision
tasks. In the early days, Convolutional Neural Networks (CNNs) were the
mainstream architecture. In recent years, Vision Transformers (ViTs) have
become increasingly popular. In addition, exploring applications of multi-layer
perceptrons (MLPs) has provided new perspectives for research into vision model
architectures. In this paper, we present evMLP accompanied by a simple
event-driven local update mechanism. The proposed evMLP can independently
process patches on images or feature maps via MLPs. We define changes between
consecutive frames as ""events"". Under the event-driven local update mechanism,
evMLP selectively processes patches where events occur. For sequential image
data (e.g., video processing), this approach improves computational performance
by avoiding redundant computations. Through ImageNet image classification
experiments, evMLP attains accuracy competitive with state-of-the-art models.
More significantly, experimental results on multiple video datasets demonstrate
that evMLP reduces computational cost via its event-driven local update
mechanism while maintaining output consistency with its non-event-driven
baseline. The code and trained models are available at
https://github.com/i-evi/evMLP.",2025-07-02,2025,cs.CV,http://arxiv.org/pdf/2507.01927v1,2507.01927v1,arxiv,0,arXiv preprint
A Survey on Vision-Language-Action Models: An Action Tokenization Perspective,"Yifan Zhong, Fengshuo Bai, Shaofei Cai, Xuchuan Huang, Zhang Chen, Xiaowei Zhang, Yuanfei Wang, Shaoyang Guo, Tianrui Guan, Ka Nam Lui, Zhiquan Qi, Yitao Liang, Yuanpei Chen, Yaodong Yang","The remarkable advancements of vision and language foundation models in
multimodal understanding, reasoning, and generation has sparked growing efforts
to extend such intelligence to the physical world, fueling the flourishing of
vision-language-action (VLA) models. Despite seemingly diverse approaches, we
observe that current VLA models can be unified under a single framework: vision
and language inputs are processed by a series of VLA modules, producing a chain
of \textit{action tokens} that progressively encode more grounded and
actionable information, ultimately generating executable actions. We further
determine that the primary design choice distinguishing VLA models lies in how
action tokens are formulated, which can be categorized into language
description, code, affordance, trajectory, goal state, latent representation,
raw action, and reasoning. However, there remains a lack of comprehensive
understanding regarding action tokens, significantly impeding effective VLA
development and obscuring future directions. Therefore, this survey aims to
categorize and interpret existing VLA research through the lens of action
tokenization, distill the strengths and limitations of each token type, and
identify areas for improvement. Through this systematic review and analysis, we
offer a synthesized outlook on the broader evolution of VLA models, highlight
underexplored yet promising directions, and contribute guidance for future
research, hoping to bring the field closer to general-purpose intelligence.",2025-07-02,2025,cs.RO,http://arxiv.org/pdf/2507.01925v1,2507.01925v1,arxiv,0,arXiv preprint
Decision-oriented Text Evaluation,"Yu-Shiang Huang, Chuan-Ju Wang, Chung-Chi Chen","Natural language generation (NLG) is increasingly deployed in high-stakes
domains, yet common intrinsic evaluation methods, such as n-gram overlap or
sentence plausibility, weakly correlate with actual decision-making efficacy.
We propose a decision-oriented framework for evaluating generated text by
directly measuring its influence on human and large language model (LLM)
decision outcomes. Using market digest texts--including objective morning
summaries and subjective closing-bell analyses--as test cases, we assess
decision quality based on the financial performance of trades executed by human
investors and autonomous LLM agents informed exclusively by these texts. Our
findings reveal that neither humans nor LLM agents consistently surpass random
performance when relying solely on summaries. However, richer analytical
commentaries enable collaborative human-LLM teams to outperform individual
human or agent baselines significantly. Our approach underscores the importance
of evaluating generated text by its ability to facilitate synergistic
decision-making between humans and LLMs, highlighting critical limitations of
traditional intrinsic metrics.",2025-07-02,2025,cs.CL,http://arxiv.org/pdf/2507.01923v1,2507.01923v1,arxiv,0,arXiv preprint
Efficient stochastic simulation of gene regulatory networks using hybrid models of transcriptional bursting,"Mathilde Gaillard, Ulysse Herbach","Single-cell data reveal the presence of biological stochasticity between
cells of identical genome and environment, in particular highlighting the
transcriptional bursting phenomenon. To account for this property, gene
expression may be modeled as a continuous-time Markov chain where biochemical
species are described in a discrete way, leading to Gillespie's stochastic
simulation algorithm (SSA) which turns out to be computationally expensive for
realistic mRNA and protein copy numbers. Alternatively, hybrid models based on
piecewise-deterministic Markov processes (PDMPs) offer an effective compromise
for capturing cell-to-cell variability, but their simulation remains limited to
specialized mathematical communities. With a view to making them more
accessible, we present here a simple simulation method that is reminiscent of
SSA, while allowing for much lower computational cost. We detail the algorithm
for a bursty PDMP describing an arbitrary number of interacting genes, and
prove that it simulates exact trajectories of the model. As an illustration, we
use the algorithm to simulate a two-gene toggle switch: this example highlights
the fact that bimodal distributions as observed in real data are not explained
by transcriptional bursting per se, but rather by distinct burst frequencies
that may emerge from interactions between genes.",2025-07-02,2025,"q-bio.MN, math.PR",http://arxiv.org/pdf/2507.01922v1,2507.01922v1,arxiv,0,arXiv preprint
NaturalThoughts: Selecting and Distilling Reasoning Traces for General Reasoning Tasks,"Yang Li, Youssef Emad, Karthik Padthe, Jack Lanchantin, Weizhe Yuan, Thao Nguyen, Jason Weston, Shang-Wen Li, Dong Wang, Ilia Kulikov, Xian Li","Recent work has shown that distilling reasoning traces from a larger teacher
model via supervised finetuning outperforms reinforcement learning with the
smaller student model alone (Guo et al. 2025). However, there has not been a
systematic study of what kind of reasoning demonstrations from the teacher are
most effective in improving the student model's reasoning capabilities. In this
work we curate high-quality ""NaturalThoughts"" by selecting reasoning traces
from a strong teacher model based on a large pool of questions from
NaturalReasoning (Yuan et al. 2025). We first conduct a systematic analysis of
factors that affect distilling reasoning capabilities, in terms of sample
efficiency and scalability for general reasoning tasks. We observe that simply
scaling up data size with random sampling is a strong baseline with steady
performance gains. Further, we find that selecting difficult examples that
require more diverse reasoning strategies is more sample-efficient to transfer
the teacher model's reasoning skills. Evaluated on both Llama and Qwen models,
training with NaturalThoughts outperforms existing reasoning datasets such as
OpenThoughts, LIMO, etc. on general STEM reasoning benchmarks including
GPQA-Diamond, MMLU-Pro and SuperGPQA.",2025-07-02,2025,cs.CL,http://arxiv.org/pdf/2507.01921v1,2507.01921v1,arxiv,0,arXiv preprint
Gradient-Adaptive Policy Optimization: Towards Multi-Objective Alignment of Large Language Models,"Chengao Li, Hanyu Zhang, Yunkun Xu, Hongyan Xue, Xiang Ao, Qing He","Reinforcement Learning from Human Feedback (RLHF) has emerged as a powerful
technique for aligning large language models (LLMs) with human preferences.
However, effectively aligning LLMs with diverse human preferences remains a
significant challenge, particularly when they are conflict. To address this
issue, we frame human value alignment as a multi-objective optimization
problem, aiming to maximize a set of potentially conflicting objectives. We
introduce Gradient-Adaptive Policy Optimization (GAPO), a novel fine-tuning
paradigm that employs multiple-gradient descent to align LLMs with diverse
preference distributions. GAPO adaptively rescales the gradients for each
objective to determine an update direction that optimally balances the
trade-offs between objectives. Additionally, we introduce P-GAPO, which
incorporates user preferences across different objectives and achieves Pareto
solutions that better align with the user's specific needs. Our theoretical
analysis demonstrates that GAPO converges towards a Pareto optimal solution for
multiple objectives. Empirical results on Mistral-7B show that GAPO outperforms
current state-of-the-art methods, achieving superior performance in both
helpfulness and harmlessness.",2025-07-02,2025,"cs.CL, cs.AI, cs.LG",http://arxiv.org/pdf/2507.01915v1,2507.01915v1,arxiv,0,arXiv preprint
On the influence of reference sample properties on magnetic force microscopy calibrations,"Baha Sakar, Christopher Habenschaden, Sibylle Sievers, Hans Werner Schumacher","Magnetic force microscopy (MFM) allows the characterization of magnetic stray
field distributions with high sensitivity and spatial resolution. Based on a
suitable calibration procedure, MFM can also yield quantitative magnetic field
values. This process typically involves measuring a reference sample to
determine the distribution of the tip's stray field or stray field gradient at
the sample surface. This distribution is called the tip transfer function (TTF)
and is derived through regularized deconvolution in Fourier space. The
properties of the reference sample and the noise characteristics of the
detection system significantly influence the derived TTF, thereby limiting its
validity range. In a recent study, the tip stray field distribution, and hence
the TTF, of an MFM tip was independently measured in real space using a
nitrogen vacancy center as a quantum sensor, revealing considerable
discrepancies with the reference-sample-based TTF. Here, we analyze the
influence of the feature distribution of the reference sample and the MFM
measurement parameters on the resulting TTF. We explain the observed
differences between quantum-calibrated stray field distributions and the
classical approach by attributing them to a loss of information due to missing
or suppressed spectral components. Furthermore, we emphasize the importance of
the spectral coverage of the TTF. Our findings indicate that for high-quality
reconstruction of the stray field of a sample under test (SUT), it is more
critical to ensure a strong overlap of frequency components between the
reference sample and the SUT than to achieve an accurate real-space
reconstruction of the tip stray field distribution.",2025-07-02,2025,cond-mat.mes-hall,http://arxiv.org/pdf/2507.01911v1,2507.01911v1,arxiv,0,arXiv preprint
Reasoning to Edit: Hypothetical Instruction-Based Image Editing with Visual Reasoning,"Qingdong He, Xueqin Chen, Chaoyi Wang, Yanjie Pan, Xiaobin Hu, Zhenye Gan, Yabiao Wang, Chengjie Wang, Xiangtai Li, Jiangning Zhang","Instruction-based image editing (IIE) has advanced rapidly with the success
of diffusion models. However, existing efforts primarily focus on simple and
explicit instructions to execute editing operations such as adding, deleting,
moving, or swapping objects. They struggle to handle more complex implicit
hypothetical instructions that require deeper reasoning to infer plausible
visual changes and user intent. Additionally, current datasets provide limited
support for training and evaluating reasoning-aware editing capabilities.
Architecturally, these methods also lack mechanisms for fine-grained detail
extraction that support such reasoning. To address these limitations, we
propose Reason50K, a large-scale dataset specifically curated for training and
evaluating hypothetical instruction reasoning image editing, along with
ReasonBrain, a novel framework designed to reason over and execute implicit
hypothetical instructions across diverse scenarios. Reason50K includes over 50K
samples spanning four key reasoning scenarios: Physical, Temporal, Causal, and
Story reasoning. ReasonBrain leverages Multimodal Large Language Models (MLLMs)
for editing guidance generation and a diffusion model for image synthesis,
incorporating a Fine-grained Reasoning Cue Extraction (FRCE) module to capture
detailed visual and textual semantics essential for supporting instruction
reasoning. To mitigate the semantic loss, we further introduce a Cross-Modal
Enhancer (CME) that enables rich interactions between the fine-grained cues and
MLLM-derived features. Extensive experiments demonstrate that ReasonBrain
consistently outperforms state-of-the-art baselines on reasoning scenarios
while exhibiting strong zero-shot generalization to conventional IIE tasks. Our
dataset and code will be released publicly.",2025-07-02,2025,cs.CV,http://arxiv.org/pdf/2507.01908v1,2507.01908v1,arxiv,0,arXiv preprint
Attosecond Control and Measurement of Chiral Photoionisation Dynamics,"Meng Han, Jia-Bao Ji, Alexander Blech, R. Esteban Goetz, Corbin Allison, Loren Greenman, Christiane P. Koch, Hans Jakob Wörner","Many chirality-sensitive light-matter interactions are governed by chiral
electron dynamics. Therefore, the development of advanced technologies
harnessing chiral phenomena would critically benefit from measuring and
controlling chiral electron dynamics on their natural attosecond time scales.
Such endeavors have so far been hampered by the lack of characterized
circularly polarized attosecond pulses, an obstacle that has recently been
overcome (Han et al. Optica 10 (2023) 1044-1052, Han et al. Nature Physics 19
(2023) 230-236). In this article, we introduce chiroptical spectroscopy with
attosecond pulses and demonstrate attosecond coherent control over
photoelectron circular dichroism (PECD) (Goetz et al. Physical Review Letters
122 (2019) 013204, Goetz et al. arXiv:2104.07522), as well as the measurement
of chiral asymmetries in the forward-backward and angle-resolved
photoionisation delays of chiral molecules. We show that co-rotating attosecond
and near-infrared pulses can nearly double the PECD and even change its sign
compared to single-photon ionisation. We demonstrate that chiral
photoionisation delays depend on both polar and azimuthal angles of
photoemission in the light-propagation frame, requiring three-dimensional
momentum resolution. We measure forward-backward chiral-sensitive delays of up
to 120 as and polar-angle-resolved photoionisation delays up to 240 as, which
include an asymmmetry of $\sim$60 as originating from chirality in the
continuum-continuum transitions. Attosecond chiroptical spectroscopy opens the
door to quantitatively understanding and controlling the dynamics of chiral
molecules on the electronic time scale.",2025-07-02,2025,physics.chem-ph,http://arxiv.org/pdf/2507.01906v1,2507.01906v1,arxiv,0,arXiv preprint
AI4Research: A Survey of Artificial Intelligence for Scientific Research,"Qiguang Chen, Mingda Yang, Libo Qin, Jinhao Liu, Zheng Yan, Jiannan Guan, Dengyun Peng, Yiyan Ji, Hanjing Li, Mengkang Hu, Yimeng Zhang, Yihao Liang, Yuhang Zhou, Jiaqi Wang, Zhi Chen, Wanxiang Che","Recent advancements in artificial intelligence (AI), particularly in large
language models (LLMs) such as OpenAI-o1 and DeepSeek-R1, have demonstrated
remarkable capabilities in complex domains such as logical reasoning and
experimental coding. Motivated by these advancements, numerous studies have
explored the application of AI in the innovation process, particularly in the
context of scientific research. These AI technologies primarily aim to develop
systems that can autonomously conduct research processes across a wide range of
scientific disciplines. Despite these significant strides, a comprehensive
survey on AI for Research (AI4Research) remains absent, which hampers our
understanding and impedes further development in this field. To address this
gap, we present a comprehensive survey and offer a unified perspective on
AI4Research. Specifically, the main contributions of our work are as follows:
(1) Systematic taxonomy: We first introduce a systematic taxonomy to classify
five mainstream tasks in AI4Research. (2) New frontiers: Then, we identify key
research gaps and highlight promising future directions, focusing on the rigor
and scalability of automated experiments, as well as the societal impact. (3)
Abundant applications and resources: Finally, we compile a wealth of resources,
including relevant multidisciplinary applications, data corpora, and tools. We
hope our work will provide the research community with quick access to these
resources and stimulate innovative breakthroughs in AI4Research.",2025-07-02,2025,"cs.CL, cs.AI",http://arxiv.org/pdf/2507.01903v1,2507.01903v1,arxiv,0,arXiv preprint
High-Layer Attention Pruning with Rescaling,"Songtao Liu, Peng Liu","Pruning is a highly effective approach for compressing large language models
(LLMs), significantly reducing inference latency. However, conventional
training-free structured pruning methods often employ a heuristic metric that
indiscriminately removes some attention heads across all pruning layers,
without considering their positions within the network architecture. In this
work, we propose a novel pruning algorithm that strategically prunes attention
heads in the model's higher layers. Since the removal of attention heads can
alter the magnitude of token representations, we introduce an adaptive
rescaling parameter that calibrates the representation scale post-pruning to
counteract this effect. We conduct comprehensive experiments on a wide range of
LLMs, including LLaMA3.1-8B, Mistral-7B-v0.3, Qwen2-7B, and Gemma2-9B. Our
evaluation includes both generation and discriminative tasks across 27
datasets. The results consistently demonstrate that our method outperforms
existing structured pruning methods. This improvement is particularly notable
in generation tasks, where our approach significantly outperforms existing
baselines.",2025-07-02,2025,"cs.CL, cs.LG",http://arxiv.org/pdf/2507.01900v1,2507.01900v1,arxiv,0,arXiv preprint
The Frobenius number corresponding to the squares of three consecutive Fibonacci numbers: comparison of three algorithmic processes,"Aureliano M. Robles-Pérez, José Carlos Rosales","We compute the Frobenius number for numerical semigroups generated by the
squares of three consecutive Fibonacci numbers. We achieve this by using and
comparing three distinct algorithmic approaches: those developed by Ram\'irez
Alfons\'in and R{\o}dseth ([15]), Rosales and Garc\'ia-S\'anchez ([20]), and
Tripathi ([26]).",2025-07-02,2025,"math.NT, math.GR, 11D07, 20M13, 20M14",http://arxiv.org/pdf/2507.01898v1,2507.01898v1,arxiv,0,arXiv preprint
